dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 50+,5.634,7.928,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 55+,6.077,8.666,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 12-17,0.54,0.54,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 12-24,0.268,0.268,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 18-34,0.33,0.701,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 18-49,0.412,1.306,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 2+,2.669,4.27,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 2-11,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-34,0.577,1.224,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-49,0.515,1.632,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-54,1.175,2.305,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35+,3.969,6.341,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35-54,1.398,2.707,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35-64,2.541,3.865,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 50+,5.538,8.369,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 55+,5.824,8.962,0,0
,,"Portland, OR",KATU,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 6-11,0,0,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 12-24,0,0,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 18-34,0.273,0.273,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 18-49,0.138,0.604,0,0
,no,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 25-49,0.178,0.777,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 25-54,0.143,0.625,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 35-54,0,0.682,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 50+,3.633,4.394,0.187,1.316
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Females 55+,4.184,5.06,0.215,1.516
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Households,3.203,4.042,0.12,1.094
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 12-24,0,0,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 18-34,0.181,0.181,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 18-49,0.348,0.348,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 25-49,0.451,0.451,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 25-54,1.176,0.915,0,0.427
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 35-54,1.546,1.172,0,0.612
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 50+,3.827,4.976,0,0.329
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Males 55+,3.747,5.327,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 12-17,0,0,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 12-24,0,0,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 18-34,0.226,0.226,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 18-49,0.244,0.475,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 2+,1.908,2.445,0.048,0.441
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 2-11,0.306,0.306,0,0.306
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 25-34,0.405,0.405,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 25-49,0.315,0.614,0,0
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 25-54,0.658,0.769,0,0.213
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 35+,2.796,3.612,0.073,0.628
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 35-54,0.766,0.924,0,0.303
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 35-64,1.436,2.018,0,0.181
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 50+,3.723,4.664,0.1,0.857
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 55+,3.983,5.183,0.116,0.817
,,Pittsburgh,WTAE,30-Dec-21,05:35 PM,fire," THERE IS FIRE AND ICE, A PARADE,",1,Persons 6-11,0.497,0.497,0,0.497
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 12-24,0.208,0.208,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-34,0.185,0.185,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-49,0.416,0.416,0,0
yes,yes,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-49,0.419,0.419,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-54,0.482,0.694,0.084,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 35-54,0.666,0.959,0.116,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 50+,2.24,4.104,0.083,0.21
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 55+,2.576,4.606,0,0.257
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,2.478,3.716,0.06,0.113
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 12-24,0.435,0.777,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-34,0.834,1.151,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-49,0.417,0.575,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-49,0.281,0.281,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-54,0.712,0.854,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 35-54,0.673,0.871,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 50+,2.922,4.795,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 55+,3.01,5.158,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-17,0,0,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-24,0.324,0.498,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-34,0.509,0.667,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-49,0.416,0.494,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2+,1.147,1.891,0.017,0.042
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2-11,0,0,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-34,0.4,0.4,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-49,0.352,0.352,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-54,0.594,0.772,0.043,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35+,1.779,2.992,0.028,0.072
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-54,0.669,0.916,0.06,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-64,1.263,1.98,0.04,0.1
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 50+,2.562,4.43,0.044,0.111
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 55+,2.78,4.865,0,0.137
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 6-11,0,0,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 12-24,0,0,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 18-34,1.509,2.529,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 18-49,1.901,2.376,0,0
yes,yes,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 25-49,2.339,2.923,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 25-54,2.269,2.878,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 35-54,2.17,2.357,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 50+,10.651,11.924,0,0.55
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Females 55+,12.202,13.574,0,0.648
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Households,8.991,9.995,0,0.585
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 12-24,1.123,1.123,0,0.422
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 18-34,2.754,2.754,0,0.334
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 18-49,2.353,2.353,0,0.16
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 25-49,2.386,2.386,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 25-54,2.359,2.72,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 35-54,2.048,2.557,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 50+,8.181,9.946,0,0.67
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Males 55+,9.359,11.081,0,0.803
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 12-17,0,0,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 12-24,0.579,0.579,0,0.217
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 18-34,2.151,2.645,0,0.172
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 18-49,2.13,2.364,0,0.081
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 2+,5.153,5.912,0,0.301
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 2-11,1.231,1.231,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-34,2.83,3.656,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-49,2.363,2.651,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 25-54,2.314,2.798,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35+,7.174,8.21,0,0.417
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35-54,2.109,2.457,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 35-64,3.216,3.228,0,0.261
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 50+,9.474,10.982,0,0.607
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 55+,10.86,12.397,0,0.721
,,Seattle-Tacoma,KOMO,30-Dec-21,05:35 PM,fire, DANGEROUS FIRE CONDITIONS IN,1,Persons 6-11,1.989,1.989,0,0
,,Oklahoma City,KOCO,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,4.647,7.894,0.017,0.387
,,Milwaukee,WISN,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,6.789,8.39,0.252,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 12-24,0.549,0.744,0,0.549
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-34,0.934,2.497,0,0.743
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-49,1.394,2.894,0,0.371
yes,yes,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-49,1.488,3.309,0,0.173
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-54,1.818,3.462,0,0.143
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 35-54,2.23,3.512,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 50+,6.34,8.931,0.494,0.068
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 55+,7.025,10.03,0.609,0.083
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,5.526,6.554,0.278,0.15
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 12-24,1.189,2.411,0,0.287
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-34,1.524,2.611,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-49,1.406,1.96,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-49,1.297,1.297,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-54,1.075,1.075,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 35-54,0.969,0.969,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 50+,4.463,6.067,0.297,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 55+,5.583,7.59,0.371,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-17,0.3,0.3,0,0.3
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-24,0.875,1.593,0,0.415
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-34,1.23,2.554,0,0.371
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-49,1.4,2.43,0,0.187
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2+,2.534,3.715,0.141,0.119
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2-11,0,0,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-34,1.074,2.337,0,0.244
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-49,1.394,2.316,0,0.088
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-54,1.452,2.285,0,0.072
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35+,4.003,5.607,0.251,0.022
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-54,1.611,2.263,0,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-64,1.962,3.48,0.274,0
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 50+,5.452,7.576,0.401,0.036
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 55+,6.348,8.885,0.497,0.044
,,Houston,KTRK,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 6-11,0,0,0,0
,,San Antonio,KSAT,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,6.178,8.565,0.296,0.7
,,Kansas City,KMBC,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,7.164,8.702,0.129,0.118
,,Tulsa,KTUL,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,7.415,8.295,0.012,0.011
,,Nashville,WKRN,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,5.022,5.615,0,0.11
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 12-24,0,2.267,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-34,0,1.963,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 18-49,0.58,2.657,0,0
yes,yes,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-49,0.745,2.167,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 25-54,0.775,2.069,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 35-54,1.083,2.893,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 50+,5.947,9.33,0.307,0.212
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Females 55+,6.856,10.716,0.363,0.25
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Households,5.334,7.058,0.228,0.25
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 12-24,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-34,0.38,1.789,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 18-49,1.289,2.208,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-49,1.668,2.856,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 25-54,1.525,2.496,0.117,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 35-54,1.866,2.181,0.165,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 50+,4.884,6.476,0.105,0.233
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Males 55+,5.668,7.573,0,0.279
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-17,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 12-24,0,1.108,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-34,0.193,1.875,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 18-49,0.938,2.43,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2+,2.833,4.726,0.089,0.094
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 2-11,1.515,3.724,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-34,0.352,1.655,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-49,1.209,2.514,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 25-54,1.151,2.283,0.059,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35+,4.267,6.411,0.145,0.153
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:35 PM,fire, TRACKING THOSE DANGEROUS FIRE,1,Persons 35-54,1.474,2.537,0.082,0
