dup,data,Market,Station,Date,Time,Search Phrase,Closed Captions,Hits,Demographic,Minute Ratings,Quarter Hour Ratings,Minute Gains,Minute Losses
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,0.469,1.927,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,0.556,2.287,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.226,0.226,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.114,0.114,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,0.357,0.793,0.021,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.407,0.407,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,0.147,0.147,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,0.26,0.26,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,0.502,1.199,0.034,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,0.199,0.199,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,0.252,0.667,0,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,0.713,1.702,0.048,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,0.707,1.871,0.057,0
,,St. Louis,KDNL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0,2.267,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0,1.963,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.58,2.657,0,0
yes,yes,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,0.745,2.167,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,0.775,2.069,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.083,2.893,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,5.532,9.33,0.269,0.61
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,6.366,10.716,0.317,0.721
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,5.095,7.058,0.38,0.587
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0.38,1.789,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,1.043,2.208,0,0.127
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,1.35,2.856,0,0.164
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,1.398,2.496,0,0.266
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,1.686,2.181,0,0.375
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,4.445,6.476,0.473,0.509
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,5.002,7.573,0.566,0.467
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0,1.108,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.193,1.875,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.814,2.43,0,0.064
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,2.605,4.726,0.155,0.262
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,1.515,3.724,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.352,1.655,0,0
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,1.049,2.514,0,0.083
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.087,2.283,0,0.133
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,3.896,6.411,0.253,0.427
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,1.384,2.537,0,0.187
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,2.13,3.866,0.147,0.207
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,5.01,7.96,0.367,0.562
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,5.716,9.218,0.436,0.6
,,Minneapolis-St. Paul,KSTP,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,1.092,1.092,0,0
,,Nashville,WKRN,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,4.414,5.615,0.434,0.177
,,Tulsa,KTUL,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,6.952,8.295,0.366,0.294
,,Kansas City,KMBC,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,6.46,8.702,0.29,0.373
,,Las Vegas,KTNV,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,0.809,2.929,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0,0.744,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.46,2.497,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.99,2.894,0,0
yes,yes,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,1.273,3.309,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,1.78,3.462,0.088,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,2.176,3.512,0.125,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,5.62,8.931,0.708,0.149
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,5.952,10.03,0.754,0.183
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,4.685,6.554,0.444,0.154
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0.287,2.411,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0.72,2.611,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.997,1.96,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,1.297,1.297,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,1.075,1.075,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,0.969,0.969,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,3.682,6.067,0.577,0.159
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,4.606,7.59,0.722,0.199
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0.3,0.3,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.146,1.593,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.591,2.554,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.993,2.43,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,2.099,3.715,0.227,0.054
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,1.074,2.337,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,1.285,2.316,0,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.432,2.285,0.045,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,3.471,5.607,0.405,0.096
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,1.584,2.263,0.064,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,1.68,3.48,0.234,0
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,4.703,7.576,0.646,0.154
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,5.32,8.885,0.739,0.191
,,Houston,KTRK,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,Milwaukee,WISN,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,6.231,8.39,0.559,0
,,Oklahoma City,KOCO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,3.141,7.894,0.686,0.014
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0,0,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,1.053,2.529,0.455,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,1.509,2.376,0.212,0.272
yes,yes,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,1.856,2.923,0.261,0.335
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,1.509,2.878,0.579,0.272
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,1.411,2.357,0.509,0.377
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,9.863,11.924,0.624,0.362
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,11.624,13.574,0.384,0.427
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,8.116,9.995,0.475,0.39
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0.701,1.123,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,2.097,2.754,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,2.038,2.353,0,0.255
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,2.195,2.386,0,0.316
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,2.077,2.72,0.125,0.259
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,1.872,2.557,0.176,0.365
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,6.867,9.946,0.467,0.123
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,7.921,11.081,0.424,0.147
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.361,0.579,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,1.592,2.645,0.22,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,1.778,2.364,0.104,0.264
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,4.51,5.912,0.284,0.211
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0.78,1.231,0,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,2.183,3.656,0.369,0
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,2.027,2.651,0.129,0.325
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,1.796,2.798,0.35,0.265
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,6.407,8.21,0.377,0.327
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,1.642,2.457,0.342,0.371
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,2.533,3.228,0.219,0.237
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,8.436,10.982,0.549,0.248
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,9.876,12.397,0.403,0.295
,,Seattle-Tacoma,KOMO,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,1.26,1.989,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 12-24,0.208,0.208,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-34,0.185,0.185,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 18-49,0.09,0.416,0.126,0
yes,yes,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-49,0,0.419,0.161,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 25-54,0.141,0.694,0.131,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 35-54,0.196,0.959,0.181,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 50+,1.984,4.104,0,0.213
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Females 55+,2.263,4.606,0,0.262
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Households,1.682,3.716,0.291,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 12-24,0.199,0.777,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-34,0.616,1.151,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 18-49,0.308,0.575,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-49,0.281,0.281,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 25-54,0.384,0.854,0.327,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 35-54,0.217,0.871,0.455,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 50+,2.044,4.795,0.742,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Males 55+,2.343,5.158,0.497,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-17,0,0,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 12-24,0.204,0.498,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-34,0.4,0.667,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 18-49,0.197,0.494,0.064,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2+,0.848,1.891,0.16,0.043
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 2-11,0,0,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-34,0.4,0.4,0,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-49,0.137,0.352,0.083,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 25-54,0.26,0.772,0.227,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35+,1.307,2.992,0.272,0.073
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-54,0.206,0.916,0.315,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 35-64,0.6,1.98,0.285,0
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 50+,2.013,4.43,0.35,0.113
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 55+,2.301,4.865,0.233,0.139
,,Dallas-Ft. Worth,WFAA,30-Dec-21,05:30 PM,fire, THE FIRE CONDITIONS AND SEVERE,1,Persons 6-11,0,0,0,0
,,Albuquerque-Santa Fe,KOAT,30-Dec-21,05:30 PM,fire," THE FIRE CONDITIONS AND SEVERE from things like fire,
>>> TONIGHT, BREAKING NEWS AS WE",2,Households,5.78,9.08,0.795,0.203
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 12-24,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 18-34,0.249,0.749,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 18-49,0.115,0.346,0.15,0
,no,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 25-49,0.143,0.43,0.186,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 25-54,0.988,1.221,0.151,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 35-54,1.194,1.194,0.207,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 50+,5.375,7.208,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Females 55+,5.509,7.668,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Households,3.912,4.915,0.139,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 12-24,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 18-34,0,0.23,0.23,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 18-49,0,0.108,0.108,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 25-49,0,0.136,0.136,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 25-54,0.641,0.752,0.11,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 35-54,0.882,0.882,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 50+,4.776,5.182,0,0.27
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Males 55+,5.049,5.535,0,0.324
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 12-17,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 12-24,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 18-34,0.123,0.487,0.116,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 18-49,0.058,0.227,0.129,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 2+,2.295,2.875,0.049,0.057
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 2-11,0,0,0,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 25-34,0.215,0.849,0.202,0
,,"Portland, OR",KATU,30-Dec-21,05:26 PM,fire, TO ADD TO THAT FIRE.,1,Persons 25-49,0.072,0.284,0.161,0
